Relative Time (ms),Temperature (C),Humidity (%),Pressure (hPa),Next Hour Temperature (C)
7509112,5.45,30.99,1003.1,4.59
7519112,5.44,30.38,1003.1,4.59
7529112,5.42,30.38,1003.1,4.57
7539112,5.45,30.38,1003.1,4.56
7549112,5.44,30.34,1003.1,4.53
7559112,5.44,30.4,1003.1,4.55
7569112,5.41,30.69,1003.1,4.57
7579112,5.41,30.77,1003.1,4.57
7589112,5.42,31.16,1003.1,4.59
7599112,5.37,32.24,1003.1,4.57
7609112,5.35,31.87,1003.1,4.55
7619112,5.35,31.5,1003.1,4.53
7629112,5.34,31.09,1003.1,4.53
7639112,5.34,31.29,1003.1,4.5
7649112,5.35,31.58,1003.1,4.46
7659112,5.38,30.77,1003.1,4.44
7669112,5.37,30.92,1003.1,4.44
7679112,5.37,30.76,1003.1,4.44
7689112,5.35,30.81,1003.1,4.45
7699112,5.35,30.9,1003.1,4.45
7709112,5.34,30.79,1003.1,4.45
7719112,5.34,30.74,1003.1,4.45
7729112,5.33,30.92,1003.1,4.48
7739112,5.33,31.22,1003.1,4.49
7749112,5.3,30.66,1003.1,4.49
7759112,5.33,31.54,1003.1,4.49
7769112,5.3,31.69,1003.1,4.44
7779112,5.3,30.48,1003.1,4.45
7789112,5.29,29.71,1003.1,4.44
7799112,5.27,29.81,1003.1,4.45
7809112,5.29,29.93,1003.1,4.45
7819112,5.29,31.07,1003.1,4.46
7829112,5.26,31.14,1003.1,4.49
7839112,5.25,30.63,1003.1,4.5
7849112,5.22,30.46,1003.1,4.5
7859112,5.22,30.46,1003.1,4.49
7869112,5.23,30.29,1003.1,4.49
7879112,5.21,30.26,1003.1,4.48
7889112,5.22,30.29,1003.1,4.48
7899112,5.22,30.23,1003.1,4.48
7909112,5.22,30.24,1003.1,4.46
7919112,5.19,30.31,1003.1,4.45
7929112,5.16,30.29,1003.1,4.41
7939112,5.14,30.47,1003.1,4.44
7949112,5.11,30.85,1003.1,4.41
7959112,5.08,31.19,1003.1,4.41
7969112,5.07,31.63,1003.1,4.4
7979112,5.03,31.63,1003.1,4.38
7989112,4.97,31.3,1003.1,4.38
7999112,4.96,31.19,1003.1,4.37
8009112,4.94,31.13,1003.1,4.36
8019112,4.97,31.06,1003.1,4.34
8029112,5.01,31.02,1003.1,4.33
8039112,5.01,31.08,1003.1,4.33
8049112,4.98,31.37,1003.1,4.33
8059112,4.97,31.58,1003.1,4.34
8069112,4.93,31.55,1003.1,4.33
8079112,4.92,31.48,1003.1,4.3
8089112,4.9,31.63,1003.1,4.29
8099112,4.9,31.8,1003.1,4.3
8109112,4.92,31.99,1003.1,4.32
8119112,4.93,31.91,1003.1,4.29
8129112,4.96,31.79,1003.1,4.3
8139112,4.93,32.09,1003.1,4.33
8149112,4.94,32.03,1003,4.37
8159112,4.93,31.97,1003.1,4.38
8169112,4.92,32.21,1003.1,4.37
8179112,4.92,32.16,1003.1,4.33
8189112,4.92,32.22,1003.1,4.3
8199112,4.89,32.33,1003.1,4.32
8209112,4.92,31.93,1003.1,4.32
8219112,4.9,33.32,1003.1,4.3
8229112,4.87,32.99,1003.1,4.32
8239112,4.86,32.71,1003.1,4.33
8249112,4.86,32.12,1003.1,4.33
8259112,4.87,31.58,1003.1,4.36
8269112,4.9,31.42,1003.1,4.37
8279112,4.92,31.43,1003.1,4.4
8289112,4.92,31.32,1003,4.37
8299112,4.9,31.35,1003.1,4.37
8309112,4.89,31.32,1003.1,4.34
8319112,4.9,31.1,1003.1,4.36
8329112,4.93,31.06,1003.1,4.36
8339112,4.94,30.98,1003.1,4.36
8349112,4.96,31,1003.1,4.34
8359112,4.94,30.94,1003.1,4.34
8369112,4.97,30.89,1003.1,4.37
8379112,4.98,34.01,1003.1,4.4
8389112,5.01,31.52,1003.1,4.4
8399112,5.03,31.46,1003.1,4.38
8409112,5,31.91,1003.1,4.4
8419112,5.01,31.74,1003.1,4.44
8429112,4.97,32.3,1003.1,4.44
8439112,4.97,32.25,1003.1,4.45
8449112,4.96,32.16,1003.1,4.45
8459112,4.96,31.93,1003.1,4.44
8469112,4.93,32.06,1003.1,4.41
8479112,4.93,32.33,1003.1,4.44
8489112,4.94,31.91,1003.1,4.46
8499112,4.96,33.95,1003.1,4.48
8509112,4.98,35.13,1003.1,4.46
8519112,5,32.43,1003.1,4.46
8529112,5.01,31.48,1003,4.46
8539112,5.03,31.3,1003.1,4.46
8549112,5.03,31.16,1003.1,4.48
8559112,5.03,31.21,1003.1,4.46
8569112,5.04,31.59,1003.1,4.49
8579112,5,31.63,1003,4.49
8589112,4.97,31.13,1003.1,4.48
8599112,4.97,31.04,1003.1,4.46
8609112,4.97,30.96,1003.1,4.45
8619112,4.98,30.97,1003.1,4.48
8629112,5,30.91,1003.1,4.45
8639112,5.01,30.9,1003.1,4.49
8649112,5.03,30.93,1003.1,4.46
8659112,5.01,31.05,1003.1,4.5
8669112,5.03,31.08,1003.1,4.52
8679112,5.01,31.06,1003,4.46
8689112,5.03,30.99,1003.1,4.41
8699112,5.04,30.84,1003.1,4.36
8709112,5.05,30.77,1003.1,4.3
8719112,5.07,30.55,1003.1,4.25
8729112,5.07,30.6,1003.1,4.2
8739112,5.07,30.49,1003.1,4.12
8749112,5.1,30.44,1003.1,4.07
8759112,5.08,31.05,1003,4
8769112,5.1,32.07,1003.1,3.96
8779112,5.11,31.82,1003.1,3.92
8789112,5.11,31.18,1003.1,3.88
8799112,5.12,30.92,1003.1,3.85
8809112,5.11,30.87,1003.1,3.84
8819112,5.1,31.42,1003,3.84
8829112,5.03,31.8,1003,3.82
8839112,4.97,31.62,1003,3.81
8849112,4.93,31.42,1003,3.78
8859112,4.93,31.19,1003,3.78
8869112,4.93,31.12,1003,3.77
8879112,4.93,30.99,1003,3.74
8889112,4.92,30.85,1003,3.74
8899112,4.92,30.83,1003,3.75
8909112,4.9,30.79,1003,3.72
8919112,4.9,30.83,1003,3.68
8929112,4.92,31.48,1003,3.67
8939112,4.93,31.45,1003,3.64
8949112,4.92,31.3,1003,3.61
8959112,4.89,31.61,1003,3.63
8969112,4.87,31.47,1003,3.63
8979112,4.87,31.49,1003,3.64
8989112,4.83,32.86,1003,3.66
8999112,4.8,32.83,1003.1,3.67
9009112,4.79,32.52,1003,3.67
9019112,4.76,32.33,1003.1,3.68
9029112,4.76,31.87,1003,3.68
9039112,4.79,31.82,1003,3.67
9049112,4.8,31.59,1003,3.67
9059112,4.82,31.49,1003,3.66
9069112,4.83,31.58,1003.1,3.64
9079112,4.87,31.44,1003.1,3.64
9089112,4.87,31.47,1003,3.64
9099112,4.87,31.4,1003,3.61
9109112,4.87,31.36,1003,3.6
9119112,4.87,31.29,1003,3.61
9129112,4.9,31.19,1003,3.59
9139112,4.92,31.16,1003,3.55
9149112,4.92,31.56,1003,3.48
9159112,4.92,31.41,1003,3.45
9169112,4.93,31.24,1003,3.47
9179112,4.96,31.01,1003,3.48
9189112,4.97,30.82,1003,3.49
9199112,4.98,31.01,1003,3.48
9209112,5,31.02,1003,3.48
9219112,4.98,30.97,1003,3.48
9229112,4.97,30.92,1003,3.45
9239112,4.97,30.84,1003,3.44
9249112,4.98,30.81,1003,3.41
9259112,5.01,30.74,1003,3.37
9269112,5,30.63,1003,3.34
9279112,5.03,31.24,1003,3.33
9289112,5.01,30.77,1003,3.27
9299112,5.01,30.6,1003,3.24
9309112,5.03,30.91,1003,3.2
9319112,5.04,32.75,1003,3.18
9329112,5.05,31.35,1003,3.15
9339112,5.05,31.16,1003,3.13
9349112,5.07,31.05,1003,3.13
9359112,5.07,31.98,1003,3.11
9369112,5.1,31.13,1003,3.13
9379112,5.1,30.98,1003,3.12
9389112,5.05,30.74,1003,3.15
9399112,5.03,30.97,1003,3.13
9409112,5.04,30.82,1003,3.12
9419112,5.04,30.8,1003,3.15
9429112,5.03,30.85,1003,3.16
9439112,5.01,30.93,1003,3.18
9449112,5.01,30.93,1003,3.19
9459112,5,30.85,1003,3.19
9469112,4.98,31.06,1003,3.2
9479112,5,31.72,1003,3.2
9489112,4.97,31.22,1003,3.22
9499112,4.94,31.61,1003,3.24
9509112,4.92,31.39,1003,3.24
9519112,4.9,31.67,1003,3.26
9529112,4.9,31.85,1003,3.29
9539112,4.87,32.03,1003,3.3
9549112,4.86,31.58,1003,3.3
9559112,4.85,31.36,1003,3.31
9569112,4.87,31.44,1003,3.31
9579112,4.86,31.3,1003,3.34
9589112,4.87,31.38,1003,3.33
9599112,4.87,31.18,1003,3.34
9609112,4.9,31.13,1003,3.34
9619112,4.9,30.99,1003,3.3
9629112,4.89,30.87,1003,3.31
9639112,4.92,30.83,1003,3.29
9649112,4.89,31.1,1003,3.3
9659112,4.89,30.87,1003,3.26
9669112,4.92,30.81,1003,3.23
9679112,4.9,30.76,1003,3.2
9689112,4.87,31.85,1003,3.19
9699112,4.85,32.03,1003,3.18
9709112,4.85,31.49,1003,3.16
9719112,4.85,31.19,1003,3.15
9729112,4.86,31.11,1003,3.13
9739112,4.86,31.36,1003,3.13
9749112,4.86,31.29,1003,3.15
9759112,4.86,31.07,1003,3.16
9769112,4.87,31.07,1003,3.16
9779112,4.83,32.03,1003,3.18
9789112,4.85,31.82,1003,3.18
9799112,4.85,31.82,1003,3.19
9809112,4.85,31.51,1003,3.19
9819112,4.85,31.62,1003,3.19
9829112,4.85,31.64,1003,3.18
9839112,4.85,31.47,1003,3.18
9849112,4.85,31.35,1003,3.16
9859112,4.83,31.71,1003,3.12
9869112,4.83,31.58,1003,3.11
9879112,4.8,31.52,1003,3.07
9889112,4.8,31.59,1003,3.05
9899112,4.76,31.27,1003,3.05
9909112,4.75,31.22,1003,3.05
9919112,4.71,31.58,1003,3.04
9929112,4.74,31.41,1003,3.05
9939112,4.74,31.49,1003,3.07
9949112,4.75,31.41,1003,3.07
9959112,4.76,32.96,1003,3.09
9969112,4.76,31.63,1003,3.11
9979112,4.78,32.63,1003,3.09
9989112,4.78,31.67,1003,3.09
9999112,4.76,31.5,1003,3.11
10009112,4.76,31.39,1003,3.11
10019112,4.76,31.45,1003,3.12
10029112,4.75,31.48,1003,3.12
10039112,4.76,31.37,1003,3.11
10049112,4.76,31.27,1003,3.08
10059112,4.76,31.22,1003,3.05
10069112,4.79,31.52,1003,3.04
10079112,4.76,33.35,1003,3
10089112,4.78,33.46,1003,2.97
10099112,4.76,31.99,1003,2.94
10109112,4.75,31.35,1003,2.94
10119112,4.74,31.58,1003,2.94
10129112,4.71,31.14,1003,2.96
10139112,4.68,31.01,1003,2.94
10149112,4.68,30.99,1003,2.88
10159112,4.68,31.4,1003,2.88
10169112,4.71,31.46,1003,2.88
10179112,4.74,31.16,1003,2.87
10189112,4.74,31.11,1003,2.85
10199112,4.74,31.19,1003,2.88
10209112,4.74,31.18,1003,2.89
10219112,4.76,31.19,1003,2.89
10229112,4.75,31.05,1003,2.88
10239112,4.75,31.13,1003,2.88
10249112,4.74,31.19,1003,2.88
10259112,4.71,31.19,1003,2.88
10269112,4.68,31.51,1003,2.88
10279112,4.67,32.03,1003,2.88
10289112,4.68,31.82,1003,2.91
10299112,4.67,31.77,1003,2.93
10309112,4.68,31.66,1003,2.93
10319112,4.62,31.16,1002.9,2.94
10329112,4.63,31.09,1003,2.97
10339112,4.63,31.04,1003,2.97
10349112,4.62,30.92,1003,2.99
10359112,4.63,31.04,1003,2.97
10369112,4.66,31.19,1003,2.97
10379112,4.66,30.91,1003,2.96
10389112,4.66,30.85,1003,2.96
10399112,4.66,31.06,1003,2.94
10409112,4.68,30.93,1003,2.94
10419112,4.7,30.73,1003,2.93
10429112,4.74,30.71,1003,2.91
10439112,4.75,30.63,1003,2.93
10449112,4.71,30.62,1003,2.91
10459112,4.75,30.54,1003,2.88
10469112,4.66,30.63,1003,2.87
10479112,4.62,30.72,1003,2.82
10489112,4.6,30.83,1003,2.8
10499112,4.57,30.85,1003,2.75
10509112,4.55,31.11,1003,2.74
10519112,4.53,31.18,1003,2.74
10529112,4.53,31.01,1003,2.74
10539112,4.55,30.9,1003,2.73
10549112,4.57,31.01,1003,2.73
10559112,4.57,31,1003,2.71
10569112,4.6,30.89,1003,2.74
10579112,4.62,31.28,1003,2.75
10589112,4.63,30.96,1003,2.77
10599112,4.64,30.79,1003,2.78
10609112,4.66,30.77,1003,2.78
10619112,4.66,31.36,1003,2.81
10629112,4.64,31.85,1003,2.8
10639112,4.66,31.51,1003,2.81
10649112,4.64,32.29,1003,2.82
10659112,4.62,31.41,1003,2.82
10669112,4.63,31.11,1003,2.82
10679112,4.62,31.07,1003,2.82
10689112,4.64,30.95,1003.1,2.85
10699112,4.67,31.13,1003,2.84
10709112,4.67,30.91,1003.1,2.81
10719112,4.66,30.97,1003.1,2.82
10729112,4.64,30.99,1003,2.81
10739112,4.67,30.88,1003.1,2.81
10749112,4.67,31.01,1003,2.81
10759112,4.64,30.97,1003.1,2.8
10769112,4.63,30.9,1003,2.81
10779112,4.6,31,1003.1,2.8
10789112,4.59,31.39,1003.1,2.81
10799112,4.56,31.32,1003.1,2.8
10809112,4.53,31.1,1003.1,2.81
10819112,4.5,31.82,1003.1,2.81
10829112,4.49,32.72,1003.1,2.81
10839112,4.48,32.22,1003,2.81
10849112,4.48,31.91,1003.1,2.81
10859112,4.46,31.77,1003.1,2.82
10869112,4.48,31.52,1003,2.82
10879112,4.5,31.29,1003,2.84
10889112,4.53,31.08,1003.1,2.84
10899112,4.56,31.01,1003.1,2.85
10909112,4.56,30.98,1003.1,2.84
10919112,4.57,31.04,1003.1,2.87
10929112,4.56,31.04,1003.1,2.85
10939112,4.57,31,1003.1,2.85
10949112,4.57,30.96,1003.1,2.84
10959112,4.57,31,1003.1,2.82
10969112,4.57,31.05,1003.1,2.8
10979112,4.55,31.57,1003.1,2.81
10989112,4.53,31.42,1003,2.78
10999112,4.52,31.62,1003.1,2.77
11009112,4.53,31.47,1003.1,2.74
11019112,4.55,31.95,1003.1,2.75
11029112,4.57,31.59,1003.1,2.75
11039112,4.6,31.56,1003.1,2.75
11049112,4.6,31.48,1003.1,2.74
11059112,4.62,31.27,1003.1,2.7
11069112,4.64,31.18,1003,2.69
11079112,4.64,31.55,1003.1,2.66
11089112,4.66,31.46,1003.1,2.66
11099112,4.62,32.69,1003.1,2.66
11109112,4.59,32.77,1003.1,2.66
11119112,4.59,32.59,1003.1,2.64
11129112,4.57,32.48,1003.1,2.64
11139112,4.56,32.63,1003,2.66
11149112,4.53,32.93,1003.1,2.66
11159112,4.55,32.69,1003.1,2.67
11169112,4.57,32.35,1003.1,2.64
11179112,4.57,32.28,1003,2.64
11189112,4.59,32.18,1003.1,2.64
11199112,4.57,32.05,1003,2.64
11209112,4.55,32.49,1003.1,2.63
11219112,4.53,32.38,1003.1,2.62
11229112,4.53,32.03,1003.1,2.6
11239112,4.5,32.07,1003.1,2.58
11249112,4.46,32.1,1003.1,2.56
11259112,4.44,32.16,1003.1,2.53
11269112,4.44,32.27,1003.1,2.53
11279112,4.44,32.35,1003.1,2.53
11289112,4.45,32.58,1003.1,2.53
11299112,4.45,32.28,1003.1,2.53
11309112,4.45,32.06,1003.1,2.52
11319112,4.45,31.88,1003.1,2.52
11329112,4.48,33,1003.1,2.52
11339112,4.49,32.2,1003.1,2.51
11349112,4.49,32.24,1003.1,2.52
11359112,4.49,32.52,1003.1,2.52
11369112,4.44,32.52,1003.1,2.53
11379112,4.45,32.38,1003.1,2.53
11389112,4.44,32.27,1003.1,2.53
11399112,4.45,32.04,1003.1,2.52
11409112,4.45,31.79,1003.1,2.51
11419112,4.46,31.91,1003.1,2.49
11429112,4.49,31.94,1003.1,2.49
11439112,4.5,33.38,1003.1,2.49
11449112,4.5,32.43,1003.1,2.49
11459112,4.49,32.12,1003.1,2.48
11469112,4.49,32.05,1003.1,2.49
11479112,4.48,32.14,1003.1,2.49
11489112,4.48,31.96,1003.1,2.49
11499112,4.48,31.87,1003.1,2.48
11509112,4.46,32.24,1003.1,2.48
11519112,4.45,32.24,1003.1,2.45
11529112,4.41,32.46,1003.1,2.44
11539112,4.44,32.88,1003.1,2.42
11549112,4.41,33.07,1003.1,2.4
11559112,4.41,33.02,1003.1,2.4
11569112,4.4,33.13,1003.1,2.4
11579112,4.38,33,1003,2.41
11589112,4.38,32.65,1003.1,2.4
11599112,4.37,32.39,1003.1,2.42
11609112,4.36,32.29,1003.1,2.44
11619112,4.34,32.27,1003.1,2.42
11629112,4.33,32.18,1003.1,2.44
11639112,4.33,32.09,1003.1,2.44
11649112,4.33,32.05,1003.1,2.42
11659112,4.34,31.99,1003.1,2.42
11669112,4.33,32.33,1003.1,2.42
11679112,4.3,32.72,1003.1,2.42
11689112,4.29,32.72,1003.1,2.44
11699112,4.3,33.89,1003.1,2.41
11709112,4.32,35.71,1003.1,2.38
11719112,4.29,33.9,1003.1,2.36
11729112,4.3,32.9,1003.1,2.34
11739112,4.33,33.55,1003.1,2.32
11749112,4.37,33.05,1003.1,2.32
11759112,4.38,32.51,1003.1,2.29
11769112,4.37,33.18,1003.1,2.29
11779112,4.33,33.29,1003.1,2.26
11789112,4.3,32.75,1003.1,2.25
11799112,4.32,32.8,1003.1,2.22
11809112,4.32,32.59,1003.1,2.18
11819112,4.3,32.46,1003.1,2.18
11829112,4.32,32.46,1003.1,2.15
11839112,4.33,32.33,1003.2,2.12
11849112,4.33,32.3,1003.1,2.12
11859112,4.36,32.4,1003.1,2.14
11869112,4.37,32.33,1003.1,2.15
11879112,4.4,32.44,1003.1,2.15
11889112,4.37,32.35,1003.1,2.16
11899112,4.37,33.01,1003.1,2.16
11909112,4.34,33.78,1003.1,2.18
11919112,4.36,33.76,1003.2,2.16
11929112,4.36,33.02,1003.1,2.16
11939112,4.36,32.66,1003.1,2.16
11949112,4.34,32.66,1003.1,2.18
11959112,4.34,32.52,1003.1,2.19
11969112,4.37,32.36,1003.1,2.19
11979112,4.4,35.95,1003.1,2.21
11989112,4.4,33.41,1003.2,2.21
11999112,4.38,33.02,1003.1,2.22
12009112,4.4,33.3,1003.1,2.23
12019112,4.44,32.52,1003.1,2.23
12029112,4.44,32.41,1003.2,2.25
12039112,4.45,32.27,1003.1,2.23
12049112,4.45,32.28,1003.1,2.23
12059112,4.44,32.78,1003.1,2.22
12069112,4.41,32.57,1003.1,2.19
12079112,4.44,32.04,1003.1,2.18
12089112,4.46,31.95,1003.1,2.16
12099112,4.48,31.96,1003.1,2.14
12109112,4.46,32.32,1003.1,2.11
12119112,4.46,32.24,1003.1,2.1
12129112,4.46,32.24,1003.1,2.05
12139112,4.46,32.18,1003.1,2.05
12149112,4.48,32.36,1003.1,2.05
12159112,4.46,32.83,1003.1,2.07
12169112,4.49,32.41,1003.1,2.07
12179112,4.49,32.27,1003.1,2.08
12189112,4.48,32.78,1003.1,2.08
12199112,4.46,32.94,1003.1,2.05
12209112,4.45,32.68,1003.1,2.05
12219112,4.48,32.33,1003.1,2.05
12229112,4.45,32.38,1003.1,2.04
12239112,4.49,32.14,1003.1,2.04
12249112,4.46,32.38,1003.1,2.03
12259112,4.5,33.37,1003.1,2.01
12269112,4.52,33.15,1003.1,2.01
12279112,4.46,32.52,1003.1,2.01
12289112,4.41,32.6,1003.1,1.98
12299112,4.36,32.72,1003.1,1.98
12309112,4.3,32.74,1003.1,1.98
12319112,4.25,32.75,1003.1,1.98
12329112,4.2,33.25,1003.1,2
12339112,4.12,33.49,1003.1,1.98
12349112,4.07,33.55,1003,2.01
12359112,4,33.81,1003.1,2.01
12369112,3.96,34.31,1003.1,2.03
12379112,3.92,34.65,1003.1,2.01
12389112,3.88,35.24,1003,2
12399112,3.85,34.94,1003.1,2.01
12409112,3.84,34.24,1003,2
12419112,3.84,33.87,1003,2.01
12429112,3.82,33.94,1003.1,2.01
12439112,3.81,33.9,1003.1,2
12449112,3.78,33.89,1003.1,1.98
12459112,3.78,33.62,1003.1,1.97
12469112,3.77,33.75,1003,1.98
12479112,3.74,33.87,1003.1,2
12489112,3.74,33.95,1003.1,2
12499112,3.75,34.21,1003.1,1.98
12509112,3.72,34.52,1003.1,1.98
12519112,3.68,34.31,1003.1,2
12529112,3.67,34.07,1003.1,2
12539112,3.64,34.01,1003.1,2.01
12549112,3.61,34.01,1003.1,2.01
12559112,3.63,33.97,1003,2.01
12569112,3.63,33.96,1003.1,2.01
12579112,3.64,33.91,1003.1,2
12589112,3.66,33.79,1003.1,1.98
12599112,3.67,33.66,1003.1,1.96
12609112,3.67,33.76,1003.1,1.94
12619112,3.68,34,1003.1,1.94
12629112,3.68,34.23,1003.1,1.96
12639112,3.67,34.21,1003,1.96
12649112,3.67,34.36,1003.1,1.98
12659112,3.66,34.54,1003.1,1.97
12669112,3.64,34.56,1003.1,1.96
12679112,3.64,34.69,1003.1,1.93
12689112,3.64,34.45,1003.1,1.92
12699112,3.61,34.42,1003.1,1.89
12709112,3.6,34.53,1003.1,1.89
12719112,3.61,34.73,1003.1,1.86
12729112,3.59,34.95,1003.1,1.86
12739112,3.55,36.01,1003.1,1.86
12749112,3.48,35.91,1003.1,1.87
12759112,3.45,35.88,1003.1,1.89
12769112,3.47,35.6,1003.1,1.9
12779112,3.48,35.58,1003.1,1.9
12789112,3.49,35.4,1003.1,1.92
12799112,3.48,35.19,1003.1,1.92
12809112,3.48,35.14,1003.1,1.93
12819112,3.48,34.97,1003.1,1.93
12829112,3.45,35.14,1003.1,1.94
12839112,3.44,35.48,1003.1,1.96
12849112,3.41,35.49,1003.1,1.93
12859112,3.37,35.43,1003.1,1.9
12869112,3.34,35.93,1003.1,1.87
12879112,3.33,36.12,1003.1,1.86
12889112,3.27,35.98,1003.1,1.85
12899112,3.24,36.22,1003.1,1.83
12909112,3.2,35.91,1003.1,1.83
12919112,3.18,35.77,1003.1,1.82
12929112,3.15,35.77,1003.1,1.83
12939112,3.13,35.82,1003.1,1.85
12949112,3.13,35.87,1003.1,1.86
12959112,3.11,35.88,1003.1,1.89
12969112,3.13,36.04,1003.1,1.89
12979112,3.12,36.25,1003.1,1.9
12989112,3.15,36.14,1003.1,1.9
12999112,3.13,37.21,1003.1,1.92
13009112,3.12,36.9,1003.1,1.9
13019112,3.15,36.56,1003.1,1.86
13029112,3.16,36.45,1003.1,1.82
13039112,3.18,36.26,1003.1,1.78
13049112,3.19,36.19,1003.1,1.75
13059112,3.19,35.98,1003.1,1.71
13069112,3.2,36.08,1003.1,1.7
13079112,3.2,35.9,1003.1,1.68
13089112,3.22,36.01,1003.1,1.68
13099112,3.24,35.85,1003.1,1.67
13109112,3.24,35.9,1003.1,1.68
13119112,3.26,35.71,1003.1,1.67
13129112,3.29,35.83,1003.1,1.66
13139112,3.3,35.72,1003.1,1.66
13149112,3.3,35.59,1003.1,1.64
13159112,3.31,35.57,1003.1,1.64
13169112,3.31,35.37,1003.1,1.64
13179112,3.34,35.44,1003.1,1.63
13189112,3.33,35.43,1003.1,1.63
13199112,3.34,35.8,1003.1,1.62
13209112,3.34,35.91,1003.1,1.59
13219112,3.3,36.26,1003.1,1.56
13229112,3.31,36.26,1003.1,1.54
13239112,3.29,36.47,1003.1,1.51
13249112,3.3,36.8,1003.1,1.51
13259112,3.26,36.89,1003.1,1.5
13269112,3.23,37.15,1003.1,1.5
13279112,3.2,36.6,1003.1,1.5
13289112,3.19,36.33,1003.1,1.47
13299112,3.18,36.14,1003.1,1.47
